"PT","AU","BA","BE","GP","AF","BF","CA","TI","SO","SE","BS","LA","DT","CT","CY","CL","SP","HO","DE","ID","AB","C1","C3","RP","EM","RI","OI","FU","FP","FX","CR","NR","TC","Z9","U1","U2","PU","PI","PA","SN","EI","BN","J9","JI","PD","PY","VL","IS","PN","SU","SI","MA","BP","EP","AR","DI","DL","D2","EA","PG","WC","WE","SC","GA","PM","OA","HC","HP","DA","UT"
"B","NEMOIANU, V",NA,NA,NA,"NEMOIANU, V",NA,NA,"REVOLUTION OF 1848-1849 IN BANAT - ROMANIAN - SUCIU,ID","CANADIAN-AMERICAN SLAVIC STUDIES",NA,NA,NA,"Book Review",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,"4","4",NA,NA,NA,NA,"799","800",NA,NA,NA,NA,NA,NA,"Ethnic Studies; Social Sciences, Interdisciplinary",NA,"Ethnic Studies; Social Sciences - Other Topics",NA,NA,NA,NA,NA,NA,NA
"J","GUSTI, G",NA,NA,NA,"GUSTI, G",NA,NA,"ROLE OF TERRITORIAL PLANNING IN DEVELOPMENT OF RUMANIAS NATIONAL ECONOMY","EKISTICS",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,"30","180",NA,NA,NA,NA,"413","415",NA,NA,NA,NA,NA,NA,"Regional & Urban Planning; Urban Studies",NA,"Public Administration; Urban Studies",NA,NA,NA,NA,NA,NA,NA
"J","PAVLID, V",NA,NA,NA,"PAVLID, V",NA,NA,"SOCIOMETRIC APPROACH IN SCHOOL HEALTH EDUCATION - CAN CLASS LEADERS HAVE A POSITIVE INFLUENCE ON HEALTH","INTERNATIONAL JOURNAL OF HEALTH EDUCATION",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,"13","1",NA,NA,NA,NA,"38","40",NA,NA,NA,NA,NA,NA,"Education & Educational Research; Public, Environmental & Occupational Health",NA,"Education & Educational Research; Public, Environmental & Occupational Health",NA,NA,NA,NA,NA,NA,NA
"J","SLAMACAZACU, T",NA,NA,NA,"SLAMACAZACU, T",NA,NA,"NEED FOR DISCUSSION ON TERMINOLOGY OF MODERN PSYCHOLOGY","INTERNATIONAL JOURNAL OF PSYCHOANALYTIC PSYCHOTHERAPY",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,"5","3",NA,NA,NA,NA,"211","219",NA,NA,NA,NA,NA,NA,"Psychology, Clinical",NA,"Psychology",NA,NA,NA,NA,NA,NA,NA
"J","SLAMACAZACU, T",NA,NA,NA,"SLAMACAZACU, T",NA,NA,"NEED FOR A DISCUSSION ON TERMINOLOGY OF MODERN PSYCHOLOGY","INTERNATIONAL JOURNAL OF PSYCHOLOGY",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,"5","3",NA,NA,NA,NA,"211","219",NA,NA,NA,NA,NA,NA,"Psychology, Multidisciplinary",NA,"Psychology",NA,NA,NA,NA,NA,NA,NA
"J","ZOLTAN, S",NA,NA,NA,"ZOLTAN, S",NA,NA,"TYPES OF STYLISTIC STUDIES AND CHARACTERIZATION OF INDIVIDUAL STYLE - OUTLINE OF PROBLEMS","LINGUISTICS",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,NA,"62",NA,NA,NA,NA,"96","104",NA,NA,NA,NA,NA,NA,"Linguistics; Language & Linguistics",NA,"Linguistics",NA,NA,NA,NA,NA,NA,NA
"J","BLUMENFELD, S; ALEXANDRESCO, I; GHEORGHIU, T",NA,NA,NA,"BLUMENFELD, S; ALEXANDRESCO, I; GHEORGHIU, T",NA,NA,"PSYCHOLOGICAL DETERMINATIONS IN DISORDERS OF BEHAVIOUR CAUSED BY PARTICULAR FAULTS IN EDUCATION","REVUE DE NEUROPSYCHIATRIE INFANTILE ET D HYGIENE MENTALE DE L ENFANCE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,"18","3",NA,NA,NA,NA,"259","263",NA,NA,NA,NA,NA,NA,"Psychology, Developmental; Pediatrics; Psychiatry",NA,"Psychology; Pediatrics; Psychiatry",NA,NA,NA,NA,NA,NA,NA
"J","DIATCU, E; DOBRESCU, DN",NA,NA,NA,"DIATCU, E; DOBRESCU, DN",NA,NA,"2 METHODS AND 4 AUTOMATIC COMPUTING PROGRAMS FOR CIRCUIT RELIABILITY","REVUE FRANCAISE D AUTOMATIQUE INFORMATIQUE RECHERCHE OPERATIONNELLE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,"4","NR3",NA,NA,NA,NA,"45","69",NA,NA,NA,NA,NA,NA,"Management; Operations Research & Management Science",NA,"Business & Economics; Operations Research & Management Science",NA,NA,NA,NA,NA,NA,NA
"J","GRUNBERG, LN",NA,NA,NA,"GRUNBERG, LN",NA,NA,"VALUES AND MEASUREMENT","SOCIAL SCIENCE",NA,NA,NA,"Note",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,"45","1",NA,NA,NA,NA,"40","40",NA,NA,NA,NA,NA,NA,"Social Sciences, Interdisciplinary; Sociology",NA,"Social Sciences - Other Topics; Sociology",NA,NA,NA,NA,NA,NA,NA
"J","KALLOS, NM",NA,NA,NA,"KALLOS, NM",NA,NA,"ROLE OF SCHOOL IN SOCIAL MOBILITY","SOCIAL SCIENCE",NA,NA,NA,"Note",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,"45","2",NA,NA,NA,NA,"101","103",NA,NA,NA,NA,NA,NA,"Social Sciences, Interdisciplinary; Sociology",NA,"Social Sciences - Other Topics; Sociology",NA,NA,NA,NA,NA,NA,NA
"J","ROTH, A",NA,NA,NA,"ROTH, A",NA,NA,"SOCIAL STATUS OF YOUTH","SOCIAL SCIENCE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,"45","3",NA,NA,NA,NA,"176","178",NA,NA,NA,NA,NA,NA,"Social Sciences, Interdisciplinary; Sociology",NA,"Social Sciences - Other Topics; Sociology",NA,NA,NA,NA,NA,NA,NA
"J","THOMINEDESMAZURES, M; CERNEA, M; MIKHALEVITCH, A",NA,NA,NA,"THOMINEDESMAZURES, M; CERNEA, M; MIKHALEVITCH, A",NA,NA,"CHANGES IN THE FOCUS OF SOCIOLOGY AND THE ROLE OF THE RURAL SOCIOLOGIST","SOCIOLOGIA RURALIS",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,"10","4",NA,NA,NA,NA,"372","380",NA,NA,NA,NA,NA,NA,"Geography; Sociology",NA,"Geography; Sociology",NA,NA,NA,NA,NA,NA,NA
"J","KRAU, E",NA,NA,NA,"KRAU, E",NA,NA,"EXPERIMENTAL RESEARCH IN VOCATIONAL ADJUSTMENT AND PERSONNEL SELECTION","STUDIA PSYCHOLOGICA",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,"12","2",NA,NA,NA,NA,"125","133",NA,NA,NA,NA,NA,NA,"Psychology, Multidisciplinary",NA,"Psychology",NA,NA,NA,NA,NA,NA,NA
"J","GULIAN, CI",NA,NA,NA,"GULIAN, CI",NA,NA,"CONTEMPORARY YOUTH AND GROWTH OF PERSONALITY","YOUTH & SOCIETY",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,"2","2",NA,NA,NA,NA,"233","246",NA,"10.1177/0044118X7000200205","http://dx.doi.org/10.1177/0044118X7000200205",NA,NA,NA,"Social Issues; Social Sciences, Interdisciplinary; Sociology",NA,"Social Issues; Social Sciences - Other Topics; Sociology",NA,NA,NA,NA,NA,NA,NA
"J","Jakab, L; Randic, M",NA,NA,NA,"Jakab, L.; Randic, M.",NA,NA,"A Laplace transform wave function for the hydrogen molecule ion ground state","CHEMICAL PHYSICS LETTERS",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SEP 15",1970,"6","6",NA,NA,NA,NA,"569","572",NA,"10.1016/0009-2614(70)85228-9","http://dx.doi.org/10.1016/0009-2614(70)85228-9",NA,NA,NA,"Chemistry, Physical; Physics, Atomic, Molecular & Chemical",NA,"Chemistry; Physics",NA,NA,NA,NA,NA,NA,NA
"J","Topa, V; Yuste, M",NA,NA,NA,"Topa, V.; Yuste, M.",NA,NA,"Electrolytic Reduction of Pb2+ and Mn2+ Ions in KCl Crystals","PHYSICA STATUS SOLIDI A-APPLICATIONS AND MATERIALS SCIENCE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SEP 16",1970,"3","1",NA,NA,NA,NA,"131","135",NA,"10.1002/pssa.19700030116","http://dx.doi.org/10.1002/pssa.19700030116",NA,NA,NA,"Materials Science, Multidisciplinary; Physics, Applied; Physics, Condensed Matter",NA,"Materials Science; Physics",NA,NA,NA,NA,NA,NA,NA
"J","Surpateanu, G; Stefan, V; Rucinschi, E; Zugravescu, I",NA,NA,NA,"Surpateanu, G.; Stefan, V.; Rucinschi, E.; Zugravescu, I.",NA,NA,"Electrical Properties of Ylidic Compounds","PHYSICA STATUS SOLIDI A-APPLICATIONS AND MATERIALS SCIENCE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OCT 16",1970,"3","2",NA,NA,NA,NA,"K147","K148",NA,"10.1002/pssa.19700030244","http://dx.doi.org/10.1002/pssa.19700030244",NA,NA,NA,"Materials Science, Multidisciplinary; Physics, Applied; Physics, Condensed Matter",NA,"Materials Science; Physics",NA,NA,NA,NA,NA,NA,NA
"J","Constantinescu, C; Goldenblum, A",NA,NA,NA,"Constantinescu, C.; Goldenblum, A.",NA,NA,"Radiative Recombination in Heavily Doped n-AlxGa1-xAs-p-GaAs Heterojunctions","PHYSICA STATUS SOLIDI A-APPLICATIONS AND MATERIALS SCIENCE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOV 16",1970,"3","3",NA,NA,NA,NA,"811","815",NA,"10.1002/pssa.19700030328","http://dx.doi.org/10.1002/pssa.19700030328",NA,NA,NA,"Materials Science, Multidisciplinary; Physics, Applied; Physics, Condensed Matter",NA,"Materials Science; Physics",NA,NA,NA,NA,NA,NA,NA
"J","Craciun, P; Fritz, B",NA,NA,NA,"Craciun, P.; Fritz, B.",NA,NA,"On the Influence of Working Gas Pressure on the Exoelectron Emission of Aluminum","PHYSICA STATUS SOLIDI A-APPLICATIONS AND MATERIALS SCIENCE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOV 16",1970,"3","3",NA,NA,NA,NA,"839","844",NA,"10.1002/pssa.19700030331","http://dx.doi.org/10.1002/pssa.19700030331",NA,NA,NA,"Materials Science, Multidisciplinary; Physics, Applied; Physics, Condensed Matter",NA,"Materials Science; Physics",NA,NA,NA,NA,NA,NA,NA
"J","Rezlescu, N; Cuciureanu, E",NA,NA,NA,"Rezlescu, N.; Cuciureanu, E.",NA,NA,"Cation Distribution and Curie Temperature in Some Ferrites Containing Copper and Manganese","PHYSICA STATUS SOLIDI A-APPLICATIONS AND MATERIALS SCIENCE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DEC 16",1970,"3","4",NA,NA,NA,NA,"873","878",NA,"10.1002/pssa.19700030403","http://dx.doi.org/10.1002/pssa.19700030403",NA,NA,NA,"Materials Science, Multidisciplinary; Physics, Applied; Physics, Condensed Matter",NA,"Materials Science; Physics",NA,NA,NA,NA,NA,NA,NA
"J","Croitoru, N; Popescu, C",NA,NA,NA,"Croitoru, N.; Popescu, C.",NA,NA,"Thermal Mechanism of the Switching Phenomenon","PHYSICA STATUS SOLIDI A-APPLICATIONS AND MATERIALS SCIENCE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DEC 16",1970,"3","4",NA,NA,NA,NA,"1047","1055",NA,"10.1002/pssa.19700030423","http://dx.doi.org/10.1002/pssa.19700030423",NA,NA,NA,"Materials Science, Multidisciplinary; Physics, Applied; Physics, Condensed Matter",NA,"Materials Science; Physics",NA,NA,NA,NA,NA,NA,NA
"J","BERZA, M",NA,NA,NA,"BERZA, M",NA,NA,"NICOLAE IORGA AND TRADITIONS OF SOUTH-EASTERN EUROPE IN MATTERS OF CULTURE","CAHIERS HISTOIRE MONDIALE-JOURNAL OF WORLD HISTORY",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,"13","3",NA,NA,NA,NA,"390","416",NA,NA,NA,NA,NA,NA,"History",NA,"History",NA,NA,NA,NA,NA,NA,NA
"J","CONDURAC.E",NA,NA,NA,"CONDURAC.E",NA,NA,"SOUTH-EASTERN EUROPE - PERMANENCIES OF PAST AND PRESENT","CAHIERS HISTOIRE MONDIALE-JOURNAL OF WORLD HISTORY",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,"13","3",NA,NA,NA,NA,"450","463",NA,NA,NA,NA,NA,NA,"History",NA,"History",NA,NA,NA,NA,NA,NA,NA
"J","NEMOIANU, V",NA,NA,NA,"NEMOIANU, V",NA,NA,"RUMANIAN CULTURE IN 18TH CENTURY, 1700-1821 - STUDIES AND TEXTS - RUMANIAN - DUTU,A","CANADIAN SLAVIC STUDIES",NA,NA,NA,"Book Review",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,"5","2",NA,NA,NA,NA,"292","292",NA,"10.1163/221023971X00814","http://dx.doi.org/10.1163/221023971X00814",NA,NA,NA,"Area Studies",NA,"Area Studies",NA,NA,NA,NA,NA,NA,NA
"J","NEMOIANU, V",NA,NA,NA,"NEMOIANU, V",NA,NA,"CORRESPONDENCES BETWEEN RATIU,I AND BARITIU,G (1861-1892) - RUMANIAN - HITCHINS,K AND MAIOR,L","CANADIAN SLAVIC STUDIES",NA,NA,NA,"Book Review",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,"5","4",NA,NA,NA,NA,"577","578",NA,"10.1163/221023971X01048","http://dx.doi.org/10.1163/221023971X01048",NA,NA,NA,"Area Studies",NA,"Area Studies",NA,NA,NA,NA,NA,NA,NA
"J","CRISTIAN.G",NA,NA,NA,"CRISTIAN.G",NA,NA,"EXPERIMENTAL RESEARCH ON SOME INTELLECTUAL PROCESSES","CESKOSLOVENSKA PSYCHOLOGIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,"15","6",NA,NA,NA,NA,"584","591",NA,NA,NA,NA,NA,NA,"Psychology, Multidisciplinary",NA,"Psychology",NA,NA,NA,NA,NA,NA,NA
"J","PERJULIICEANU, A",NA,NA,NA,"PERJULIICEANU, A",NA,NA,"THINKING STRATEGIES IN INDIVIDUAL VERSUS GROUP PROBLEM SOLVING-COGNITIVE ADJUSTMENT BETWEEN GROUP MEMBERS","CESKOSLOVENSKA PSYCHOLOGIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,"15","6",NA,NA,NA,NA,"592","595",NA,NA,NA,NA,NA,NA,"Psychology, Multidisciplinary",NA,"Psychology",NA,NA,NA,NA,NA,NA,NA
"J","UNGHER, J; SIRIAN, S; KREINDLER, A",NA,NA,NA,"UNGHER, J; SIRIAN, S; KREINDLER, A",NA,NA,"BEHAVIOR DISTURBANCES INDUCED BY FORNICOTOMY AND THEIR RESOUND IN SHORT-TERM MEMORY","CONDITIONAL REFLEX",NA,NA,NA,"Meeting Abstract",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,"6","3",NA,NA,NA,NA,"174","174",NA,NA,NA,NA,NA,NA,"Psychology, Biological",NA,"Psychology",NA,NA,NA,NA,NA,NA,NA
"J","BODEA, C",NA,NA,NA,"BODEA, C",NA,NA,"PORTRAIT AND A FRESCO FROM HISTORY OF ROMANIAN PEOPLE - BALCESCU,N","EAST EUROPEAN QUARTERLY",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,"5","2",NA,NA,NA,NA,"152","164",NA,NA,NA,NA,NA,NA,"Area Studies",NA,"Area Studies",NA,NA,NA,NA,NA,NA,NA
"J","STAHL, HH",NA,NA,NA,"STAHL, HH",NA,NA,"HISTORY AND SOCIOLOGY OF RUMANIAN VILLAGE COMMUNITIES","ETUDES RURALES",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,NA,"41",NA,NA,NA,NA,"48","56",NA,NA,NA,NA,NA,NA,"Geography; Social Sciences, Interdisciplinary; Sociology",NA,"Geography; Social Sciences - Other Topics; Sociology",NA,NA,NA,NA,NA,NA,NA
"J","TERTULIAN",NA,NA,NA,"TERTULIAN",NA,NA,"EVOLUTION OF THOUGHT OF LUKACS,G","HOMME ET LA SOCIETE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,NA,"20",NA,NA,NA,NA,"13","36",NA,NA,NA,NA,NA,NA,"Economics; Social Sciences, Interdisciplinary; Sociology",NA,"Business & Economics; Social Sciences - Other Topics; Sociology",NA,NA,NA,NA,NA,NA,NA
"J","CRISAN, O; HIGGINS, TJ",NA,NA,NA,"CRISAN, O; HIGGINS, TJ",NA,NA,"NODAL ANALYSIS OF POWER SYSTEMS - ROMANIAN - DIMO,P","IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS",NA,NA,NA,"Book Review",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,"SMC1","3",NA,NA,NA,NA,"300","300",NA,"10.1109/TSMC.1971.4308300","http://dx.doi.org/10.1109/TSMC.1971.4308300",NA,NA,NA,"Computer Science, Cybernetics; Engineering, Electrical & Electronic",NA,"Computer Science; Engineering",NA,NA,NA,NA,NA,NA,NA
"J","PENCIU, P",NA,NA,NA,"PENCIU, P",NA,NA,"HEALTH EDUCATION RESEARCH IN PREVENTION OF CARDIOVASCULAR DISEASES AND REHABILITATION WORK","INTERNATIONAL JOURNAL OF HEALTH EDUCATION",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,"14","3",NA,NA,NA,NA,"106","113",NA,NA,NA,NA,NA,NA,"Education & Educational Research; Public, Environmental & Occupational Health",NA,"Education & Educational Research; Public, Environmental & Occupational Health",NA,NA,NA,NA,NA,NA,NA
"J","AVRAMESCU, A",NA,NA,NA,"AVRAMESCU, A",NA,NA,"PROBABILISTIC CRITERIA FOR OBJECTIVE DESIGN OF DESCRIPTOR LANGUAGES","JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,"22","2",NA,NA,NA,NA,"85","95",NA,"10.1002/asi.4630220206","http://dx.doi.org/10.1002/asi.4630220206",NA,NA,NA,"Computer Science, Information Systems; Information Science & Library Science",NA,"Computer Science; Information Science & Library Science",NA,NA,NA,NA,NA,NA,NA
"J","SLAMACAZ.T",NA,NA,NA,"SLAMACAZ.T",NA,NA,"DYNAMIC-CONTEXTUAL METHOD IN LINGUISTIC SOCIOLOGY","KOLNER ZEITSCHRIFT FUR SOZIOLOGIE UND SOZIALPSYCHOLOGIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,NA,"15",NA,NA,NA,NA,"73","86",NA,NA,NA,NA,NA,NA,"Psychology, Social; Sociology",NA,"Psychology; Sociology",NA,NA,NA,NA,NA,NA,NA
"J","WALD, L",NA,NA,NA,"WALD, L",NA,NA,"FORMATION OF OPPOSITION BETWEEN NOUN AND VERB","LINGUISTICS",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,"67","MAR",NA,NA,NA,NA,"83","90",NA,NA,NA,NA,NA,NA,"Linguistics; Language & Linguistics",NA,"Linguistics",NA,NA,NA,NA,NA,NA,NA
"J","ENACHESC.C",NA,NA,NA,"ENACHESC.C",NA,NA,"NEOMORPHIZATION OF PROJECTIVE TESTS OF PERSONALITY DURING PSYCHODIAGNOSIS IN MENTAL ILLNESS","REVUE DE PSYCHOLOGIE APPLIQUEE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,"21","4",NA,NA,NA,NA,"203","226",NA,NA,NA,NA,NA,NA,"Psychology, Applied; Psychology",NA,"Psychology",NA,NA,NA,NA,NA,NA,NA
"J","MIRICA, S",NA,NA,NA,"MIRICA, S",NA,NA,"ALGORITHM FOR OPTIMAL SYNTHESIS IN CONTROL PROBLEMS","REVUE FRANCAISE D AUTOMATIQUE INFORMATIQUE RECHERCHE OPERATIONNELLE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,"5","NR2",NA,NA,NA,NA,"55","92",NA,NA,NA,NA,NA,NA,"Management; Operations Research & Management Science",NA,"Business & Economics; Operations Research & Management Science",NA,NA,NA,NA,NA,NA,NA
"J","MIRICA, S",NA,NA,NA,"MIRICA, S",NA,NA,"ADMISSIBLE SYNTHESIS FOR CONTROL SYSTEMS ON DIFFERENTIABLE MANIFOLDS","REVUE FRANCAISE D AUTOMATIQUE INFORMATIQUE RECHERCHE OPERATIONNELLE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,"5","NR1",NA,NA,NA,NA,"73","104",NA,NA,NA,NA,NA,NA,"Management; Operations Research & Management Science",NA,"Business & Economics; Operations Research & Management Science",NA,NA,NA,NA,NA,NA,NA
"J","SIMION, AJ",NA,NA,NA,"SIMION, AJ",NA,NA,"PROCEDURE FOR CALCULATION OF MAXIMAL FLOW THROUGH ANTISYMMETRICAL NETWORK","REVUE FRANCAISE D AUTOMATIQUE INFORMATIQUE RECHERCHE OPERATIONNELLE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,"5","NV3",NA,NA,NA,NA,"77","81",NA,NA,NA,NA,NA,NA,"Management; Operations Research & Management Science",NA,"Business & Economics; Operations Research & Management Science",NA,NA,NA,NA,NA,NA,NA
"J","NEMOIANU, V",NA,NA,NA,"NEMOIANU, V",NA,NA,"URMUZ - ROUMANIAN - BALOTA,N","SLAVIC AND EAST EUROPEAN JOURNAL",NA,NA,NA,"Book Review",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,"15","3",NA,NA,NA,NA,"398","399",NA,NA,NA,NA,NA,NA,"Literature, Slavic",NA,"Literature",NA,NA,NA,NA,NA,NA,NA
